app_id,class_name,method,invocation,method_body,argument_list,number_of_arguments,complexity_score,,,
com.pbb.qr.biz.release-40,NavArgument.java,verify,"@RestrictTo({RestrictTo.Scope.LIBRARY_GROUP})
    public final boolean verify(@NotNull String name, @NotNull Bundle bundle) {
        Intrinsics.checkNotNullParameter(name, ""name"");
        Intrinsics.checkNotNullParameter(bundle, ""bundle"");
        if (!this.isNullable && bundle.containsKey(name) && bundle.get(name) == null) {
            return false;
        }
        try {
            this.type.get(bundle, name);
            return true;
        } catch (ClassCastException unused) {
            return false;
        }
    }","{
        Intrinsics.checkNotNullParameter(name, ""name"");
        Intrinsics.checkNotNullParameter(bundle, ""bundle"");
        if (!this.isNullable && bundle.containsKey(name) && bundle.get(name) == null) {
            return false;
        }
        try {
            this.type.get(bundle, name);
            return true;
        } catch (ClassCastException unused) {
            return false;
        }
    }","{'argument_list': 5, 'binary_expression': 3, 'block': 3, 'catch_clause': 1, 'catch_formal_parameter': 1, 'catch_type': 1, 'condition': 1, 'expression_statement': 3, 'false': 2, 'field_access': 2, 'identifier': 18, 'if_statement': 1, 'method_invocation': 5, 'null_literal': 1, 'return_statement': 3, 'string_fragment': 2, 'string_literal': 2, 'this': 2, 'true': 1, 'try_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",60,0.9444959727,,,
com.foodbooking.pizzerialatifa-7145,OkHostnameVerifier.java,verify,"public final boolean verify(String host, X509Certificate certificate) {
        Intrinsics.checkNotNullParameter(host, ""host"");
        Intrinsics.checkNotNullParameter(certificate, ""certificate"");
        return Util.canParseAsIpAddress(host) ? verifyIpAddress(host, certificate) : verifyHostname(host, certificate);
    }","{
        Intrinsics.checkNotNullParameter(host, ""host"");
        Intrinsics.checkNotNullParameter(certificate, ""certificate"");
        return Util.canParseAsIpAddress(host) ? verifyIpAddress(host, certificate) : verifyHostname(host, certificate);
    }","{'argument_list': 5, 'expression_statement': 2, 'identifier': 15, 'method_invocation': 5, 'return_statement': 1, 'string_fragment': 2, 'string_literal': 2, 'ternary_expression': 1}",33,0.9084383349,,,
com.feetguider-130,OkHostnameVerifier.java,verify,"@Override // javax.net.ssl.HostnameVerifier
    public boolean verify(String host, SSLSession session) {
        Intrinsics.checkParameterIsNotNull(host, ""host"");
        Intrinsics.checkParameterIsNotNull(session, ""session"");
        try {
            Certificate certificate = session.getPeerCertificates()[0];
            if (certificate != null) {
                return verify(host, (X509Certificate) certificate);
            }
            throw new TypeCastException(""null cannot be cast to non-null type java.security.cert.X509Certificate"");
        } catch (SSLException unused) {
            return false;
        }
    }","{
        Intrinsics.checkParameterIsNotNull(host, ""host"");
        Intrinsics.checkParameterIsNotNull(session, ""session"");
        try {
            Certificate certificate = session.getPeerCertificates()[0];
            if (certificate != null) {
                return verify(host, (X509Certificate) certificate);
            }
            throw new TypeCastException(""null cannot be cast to non-null type java.security.cert.X509Certificate"");
        } catch (SSLException unused) {
            return false;
        }
    }","{'argument_list': 5, 'array_access': 1, 'binary_expression': 1, 'block': 3, 'cast_expression': 1, 'catch_clause': 1, 'catch_formal_parameter': 1, 'catch_type': 1, 'condition': 1, 'decimal_integer_literal': 1, 'expression_statement': 2, 'false': 1, 'identifier': 14, 'if_statement': 1, 'local_variable_declaration': 1, 'method_invocation': 4, 'null_literal': 1, 'object_creation_expression': 1, 'return_statement': 2, 'string_fragment': 3, 'string_literal': 3, 'throw_statement': 1, 'try_statement': 1, 'type_identifier': 4, 'variable_declarator': 1}",56,0.9411689619,,,
com.phorest.dexteritysalon-93,RsaSsaPkcs1VerifyJce.java,verify,"@Override // com.google.crypto.tink.PublicKeyVerify
    public void verify(final byte[] signature, final byte[] data) throws GeneralSecurityException {
        BigInteger publicExponent = this.publicKey.getPublicExponent();
        BigInteger modulus = this.publicKey.getModulus();
        int bitLength = (modulus.bitLength() + 7) / 8;
        if (bitLength != signature.length) {
            throw new GeneralSecurityException(""invalid signature's length"");
        }
        BigInteger bytes2Integer = SubtleUtil.bytes2Integer(signature);
        if (bytes2Integer.compareTo(modulus) >= 0) {
            throw new GeneralSecurityException(""signature out of range"");
        }
        if (!Bytes.equal(SubtleUtil.integer2Bytes(bytes2Integer.modPow(publicExponent, modulus), bitLength), emsaPkcs1(data, bitLength, this.hash))) {
            throw new GeneralSecurityException(""invalid signature"");
        }
    }","{
        BigInteger publicExponent = this.publicKey.getPublicExponent();
        BigInteger modulus = this.publicKey.getModulus();
        int bitLength = (modulus.bitLength() + 7) / 8;
        if (bitLength != signature.length) {
            throw new GeneralSecurityException(""invalid signature's length"");
        }
        BigInteger bytes2Integer = SubtleUtil.bytes2Integer(signature);
        if (bytes2Integer.compareTo(modulus) >= 0) {
            throw new GeneralSecurityException(""signature out of range"");
        }
        if (!Bytes.equal(SubtleUtil.integer2Bytes(bytes2Integer.modPow(publicExponent, modulus), bitLength), emsaPkcs1(data, bitLength, this.hash))) {
            throw new GeneralSecurityException(""invalid signature"");
        }
    }","{'argument_list': 12, 'binary_expression': 4, 'block': 3, 'condition': 3, 'decimal_integer_literal': 3, 'field_access': 4, 'identifier': 32, 'if_statement': 3, 'integral_type': 1, 'local_variable_declaration': 4, 'method_invocation': 9, 'object_creation_expression': 3, 'parenthesized_expression': 1, 'string_fragment': 3, 'string_literal': 3, 'this': 3, 'throw_statement': 3, 'type_identifier': 6, 'unary_expression': 1, 'variable_declarator': 4}",105,0.9654944384,,,
com.eduven.cc.pieRecipes-233,DefaultHostnameVerifier.java,verify,"public void verify(String str, X509Certificate x509Certificate) throws SSLException {
        HostNameType determineHostFormat = determineHostFormat(str);
        List<SubjectName> subjectAltNames = getSubjectAltNames(x509Certificate);
        if (subjectAltNames != null && !subjectAltNames.isEmpty()) {
            int i10 = C66981.f28614xdc99fdb1[determineHostFormat.ordinal()];
            if (i10 == 1) {
                matchIPAddress(str, subjectAltNames);
                return;
            } else if (i10 != 2) {
                matchDNSName(str, subjectAltNames, this.publicSuffixMatcher);
                return;
            } else {
                matchIPv6Address(str, subjectAltNames);
                return;
            }
        }
        String extractCN = extractCN(x509Certificate.getSubjectX500Principal().getName(""RFC2253""));
        if (extractCN != null) {
            matchCN(str, extractCN, this.publicSuffixMatcher);
            return;
        }
        throw new SSLException(""Certificate subject for <"" + str + ""> doesn't contain a common name and does not have alternative names"");
    }","{
        HostNameType determineHostFormat = determineHostFormat(str);
        List<SubjectName> subjectAltNames = getSubjectAltNames(x509Certificate);
        if (subjectAltNames != null && !subjectAltNames.isEmpty()) {
            int i10 = C66981.f28614xdc99fdb1[determineHostFormat.ordinal()];
            if (i10 == 1) {
                matchIPAddress(str, subjectAltNames);
                return;
            } else if (i10 != 2) {
                matchDNSName(str, subjectAltNames, this.publicSuffixMatcher);
                return;
            } else {
                matchIPv6Address(str, subjectAltNames);
                return;
            }
        }
        String extractCN = extractCN(x509Certificate.getSubjectX500Principal().getName(""RFC2253""));
        if (extractCN != null) {
            matchCN(str, extractCN, this.publicSuffixMatcher);
            return;
        }
        throw new SSLException(""Certificate subject for <"" + str + ""> doesn't contain a common name and does not have alternative names"");
    }","{'argument_list': 12, 'array_access': 1, 'binary_expression': 7, 'block': 5, 'condition': 4, 'decimal_integer_literal': 2, 'expression_statement': 4, 'field_access': 3, 'generic_type': 1, 'identifier': 37, 'if_statement': 4, 'integral_type': 1, 'local_variable_declaration': 4, 'method_invocation': 11, 'null_literal': 2, 'object_creation_expression': 1, 'return_statement': 4, 'string_fragment': 3, 'string_literal': 3, 'this': 2, 'throw_statement': 1, 'type_arguments': 1, 'type_identifier': 5, 'unary_expression': 1, 'variable_declarator': 4}",123,0.9698583869,,,
mom.social.socialmom-32711,AtMost.java,verify,"@Override // org.mockito.verification.VerificationMode
    public void verify(VerificationData verificationData) {
        List<Invocation> allInvocations = verificationData.getAllInvocations();
        MatchableInvocation target = verificationData.getTarget();
        List<Invocation> findInvocations = InvocationsFinder.findInvocations(allInvocations, target);
        int size = findInvocations.size();
        int i = this.maxNumberOfInvocations;
        if (size > i) {
            throw Reporter.wantedAtMostX(i, size);
        }
        removeAlreadyVerified(findInvocations);
        InvocationMarker.markVerified(findInvocations, target);
    }","{
        List<Invocation> allInvocations = verificationData.getAllInvocations();
        MatchableInvocation target = verificationData.getTarget();
        List<Invocation> findInvocations = InvocationsFinder.findInvocations(allInvocations, target);
        int size = findInvocations.size();
        int i = this.maxNumberOfInvocations;
        if (size > i) {
            throw Reporter.wantedAtMostX(i, size);
        }
        removeAlreadyVerified(findInvocations);
        InvocationMarker.markVerified(findInvocations, target);
    }","{'argument_list': 7, 'binary_expression': 1, 'block': 1, 'condition': 1, 'expression_statement': 2, 'field_access': 1, 'generic_type': 2, 'identifier': 28, 'if_statement': 1, 'integral_type': 2, 'local_variable_declaration': 5, 'method_invocation': 7, 'this': 1, 'throw_statement': 1, 'type_arguments': 2, 'type_identifier': 5, 'variable_declarator': 5}",72,0.9524317309,,,
com.toOrdr-24,EcdsaVerifyJce.java,verify,"@Override // com.google.crypto.tink.PublicKeyVerify
    public void verify(final byte[] signature, final byte[] data) throws GeneralSecurityException {
        boolean z;
        if (this.encoding == EllipticCurves.EcdsaEncoding.IEEE_P1363) {
            if (signature.length != EllipticCurves.fieldSizeInBytes(this.publicKey.getParams().getCurve()) * 2) {
                throw new GeneralSecurityException(""Invalid signature"");
            }
            signature = EllipticCurves.ecdsaIeee2Der(signature);
        }
        if (!EllipticCurves.isValidDerEncoding(signature)) {
            throw new GeneralSecurityException(""Invalid signature"");
        }
        Signature engineFactory = EngineFactory.SIGNATURE.getInstance(this.signatureAlgorithm);
        engineFactory.initVerify(this.publicKey);
        engineFactory.update(data);
        try {
            z = engineFactory.verify(signature);
        } catch (RuntimeException unused) {
            z = false;
        }
        if (!z) {
            throw new GeneralSecurityException(""Invalid signature"");
        }
    }","{
        boolean z;
        if (this.encoding == EllipticCurves.EcdsaEncoding.IEEE_P1363) {
            if (signature.length != EllipticCurves.fieldSizeInBytes(this.publicKey.getParams().getCurve()) * 2) {
                throw new GeneralSecurityException(""Invalid signature"");
            }
            signature = EllipticCurves.ecdsaIeee2Der(signature);
        }
        if (!EllipticCurves.isValidDerEncoding(signature)) {
            throw new GeneralSecurityException(""Invalid signature"");
        }
        Signature engineFactory = EngineFactory.SIGNATURE.getInstance(this.signatureAlgorithm);
        engineFactory.initVerify(this.publicKey);
        engineFactory.update(data);
        try {
            z = engineFactory.verify(signature);
        } catch (RuntimeException unused) {
            z = false;
        }
        if (!z) {
            throw new GeneralSecurityException(""Invalid signature"");
        }
    }","{'argument_list': 12, 'assignment_expression': 3, 'binary_expression': 3, 'block': 6, 'boolean_type': 1, 'catch_clause': 1, 'catch_formal_parameter': 1, 'catch_type': 1, 'condition': 4, 'decimal_integer_literal': 1, 'expression_statement': 5, 'false': 1, 'field_access': 8, 'identifier': 37, 'if_statement': 4, 'local_variable_declaration': 2, 'method_invocation': 9, 'object_creation_expression': 3, 'string_fragment': 3, 'string_literal': 3, 'this': 4, 'throw_statement': 3, 'try_statement': 1, 'type_identifier': 5, 'unary_expression': 2, 'variable_declarator': 2}",125,0.9702714876,,,
com.omnilert.omnilert-421,HSSPublicKeyParameters.java,verify,"@Override // org.bouncycastle.pqc.crypto.lms.LMSContextBasedVerifier
    public boolean verify(LMSContext lMSContext) {
        LMSSignedPubKey[] signedPubKeys = lMSContext.getSignedPubKeys();
        if (signedPubKeys.length != getL() - 1) {
            return false;
        }
        LMSPublicKeyParameters lMSPublicKey = getLMSPublicKey();
        boolean z = false;
        for (int i = 0; i < signedPubKeys.length; i++) {
            if (!LMS.verifySignature(lMSPublicKey, signedPubKeys[i].getSignature(), signedPubKeys[i].getPublicKey().toByteArray())) {
                z = true;
            }
            lMSPublicKey = signedPubKeys[i].getPublicKey();
        }
        return lMSPublicKey.verify(lMSContext) & (!z);
    }","{
        LMSSignedPubKey[] signedPubKeys = lMSContext.getSignedPubKeys();
        if (signedPubKeys.length != getL() - 1) {
            return false;
        }
        LMSPublicKeyParameters lMSPublicKey = getLMSPublicKey();
        boolean z = false;
        for (int i = 0; i < signedPubKeys.length; i++) {
            if (!LMS.verifySignature(lMSPublicKey, signedPubKeys[i].getSignature(), signedPubKeys[i].getPublicKey().toByteArray())) {
                z = true;
            }
            lMSPublicKey = signedPubKeys[i].getPublicKey();
        }
        return lMSPublicKey.verify(lMSContext) & (!z);
    }","{'argument_list': 9, 'array_access': 3, 'array_type': 1, 'assignment_expression': 2, 'binary_expression': 4, 'block': 3, 'boolean_type': 1, 'condition': 2, 'decimal_integer_literal': 2, 'dimensions': 1, 'expression_statement': 2, 'false': 2, 'field_access': 2, 'for_statement': 1, 'identifier': 33, 'if_statement': 2, 'integral_type': 1, 'local_variable_declaration': 4, 'method_invocation': 9, 'parenthesized_expression': 1, 'return_statement': 2, 'true': 1, 'type_identifier': 2, 'unary_expression': 2, 'update_expression': 1, 'variable_declarator': 4}",97,0.9630809759,,,
eu.fairmanager.mobile2-423000,NavArgument.java,verify,"public final boolean verify(Bundle bundle, String str) {
        if (!this.mIsNullable && bundle.containsKey(str) && bundle.get(str) == null) {
            return false;
        }
        try {
            this.mType.get(bundle, str);
            return true;
        } catch (ClassCastException unused) {
            return false;
        }
    }","{
        if (!this.mIsNullable && bundle.containsKey(str) && bundle.get(str) == null) {
            return false;
        }
        try {
            this.mType.get(bundle, str);
            return true;
        } catch (ClassCastException unused) {
            return false;
        }
    }","{'argument_list': 3, 'binary_expression': 3, 'block': 3, 'catch_clause': 1, 'catch_formal_parameter': 1, 'catch_type': 1, 'condition': 1, 'expression_statement': 1, 'false': 2, 'field_access': 2, 'identifier': 12, 'if_statement': 1, 'method_invocation': 3, 'null_literal': 1, 'return_statement': 3, 'this': 2, 'true': 1, 'try_statement': 1, 'type_identifier': 1, 'unary_expression': 1}",44,0.9279536903,,,
com.sense.installer.se-3359,MockAwareVerificationMode.java,verify,"@Override // org.mockito.verification.VerificationMode
    public void verify(VerificationData verificationData) {
        try {
            this.mode.verify(verificationData);
            notifyListeners(new VerificationEventImpl(this.mock, this.mode, verificationData, null));
        } catch (Error e) {
            notifyListeners(new VerificationEventImpl(this.mock, this.mode, verificationData, e));
            throw e;
        } catch (RuntimeException e2) {
            notifyListeners(new VerificationEventImpl(this.mock, this.mode, verificationData, e2));
            throw e2;
        }
    }","{
        try {
            this.mode.verify(verificationData);
            notifyListeners(new VerificationEventImpl(this.mock, this.mode, verificationData, null));
        } catch (Error e) {
            notifyListeners(new VerificationEventImpl(this.mock, this.mode, verificationData, e));
            throw e;
        } catch (RuntimeException e2) {
            notifyListeners(new VerificationEventImpl(this.mock, this.mode, verificationData, e2));
            throw e2;
        }
    }","{'argument_list': 7, 'block': 3, 'catch_clause': 2, 'catch_formal_parameter': 2, 'catch_type': 2, 'expression_statement': 4, 'field_access': 7, 'identifier': 21, 'method_invocation': 4, 'null_literal': 1, 'object_creation_expression': 3, 'this': 7, 'throw_statement': 2, 'try_statement': 1, 'type_identifier': 5}",71,0.9518643262,,,
com.neuron.manager-1313,IdTokenVerifier.java,verify,"public boolean verify(IdToken idToken) {
        Collection<String> collection;
        Collection<String> collection2 = this.issuers;
        return (collection2 == null || idToken.verifyIssuer(collection2)) && ((collection = this.audience) == null || idToken.verifyAudience(collection)) && idToken.verifyTime(this.clock.currentTimeMillis(), this.acceptableTimeSkewSeconds);
    }","{
        Collection<String> collection;
        Collection<String> collection2 = this.issuers;
        return (collection2 == null || idToken.verifyIssuer(collection2)) && ((collection = this.audience) == null || idToken.verifyAudience(collection)) && idToken.verifyTime(this.clock.currentTimeMillis(), this.acceptableTimeSkewSeconds);
    }","{'argument_list': 4, 'assignment_expression': 1, 'binary_expression': 6, 'field_access': 4, 'generic_type': 2, 'identifier': 17, 'local_variable_declaration': 2, 'method_invocation': 4, 'null_literal': 2, 'parenthesized_expression': 3, 'return_statement': 1, 'this': 4, 'type_arguments': 2, 'type_identifier': 4, 'variable_declarator': 2}",58,0.9428846397,,,
com.all2chat.voip-81,OkHostnameVerifier.java,verify,"@Override // javax.net.ssl.HostnameVerifier
    public boolean verify(String host, SSLSession session) {
        Intrinsics.checkNotNullParameter(host, ""host"");
        Intrinsics.checkNotNullParameter(session, ""session"");
        try {
            Certificate certificate = session.getPeerCertificates()[0];
            if (certificate != null) {
                return verify(host, (X509Certificate) certificate);
            }
            throw new NullPointerException(""null cannot be cast to non-null type java.security.cert.X509Certificate"");
        } catch (SSLException unused) {
            return false;
        }
    }","{
        Intrinsics.checkNotNullParameter(host, ""host"");
        Intrinsics.checkNotNullParameter(session, ""session"");
        try {
            Certificate certificate = session.getPeerCertificates()[0];
            if (certificate != null) {
                return verify(host, (X509Certificate) certificate);
            }
            throw new NullPointerException(""null cannot be cast to non-null type java.security.cert.X509Certificate"");
        } catch (SSLException unused) {
            return false;
        }
    }","{'argument_list': 5, 'array_access': 1, 'binary_expression': 1, 'block': 3, 'cast_expression': 1, 'catch_clause': 1, 'catch_formal_parameter': 1, 'catch_type': 1, 'condition': 1, 'decimal_integer_literal': 1, 'expression_statement': 2, 'false': 1, 'identifier': 14, 'if_statement': 1, 'local_variable_declaration': 1, 'method_invocation': 4, 'null_literal': 1, 'object_creation_expression': 1, 'return_statement': 2, 'string_fragment': 3, 'string_literal': 3, 'throw_statement': 1, 'try_statement': 1, 'type_identifier': 4, 'variable_declarator': 1}",56,0.9411689619,,,
com.chownow.whiskeyinferno-141,RSASSAVerifier.java,verify,"@Override // com.nimbusds.jose.JWSVerifier
    public boolean verify(JWSHeader jWSHeader, byte[] bArr, Base64URL base64URL) throws JOSEException {
        if (this.critPolicy.headerPasses(jWSHeader)) {
            Signature signerAndVerifier = RSASSA.getSignerAndVerifier(jWSHeader.getAlgorithm(), getJCAContext().getProvider());
            try {
                signerAndVerifier.initVerify(this.publicKey);
                try {
                    signerAndVerifier.update(bArr);
                    return signerAndVerifier.verify(base64URL.decode());
                } catch (SignatureException unused) {
                    return false;
                }
            } catch (InvalidKeyException e) {
                throw new JOSEException(""Invalid public RSA key: "" + e.getMessage(), e);
            }
        }
        return false;
    }","{
        if (this.critPolicy.headerPasses(jWSHeader)) {
            Signature signerAndVerifier = RSASSA.getSignerAndVerifier(jWSHeader.getAlgorithm(), getJCAContext().getProvider());
            try {
                signerAndVerifier.initVerify(this.publicKey);
                try {
                    signerAndVerifier.update(bArr);
                    return signerAndVerifier.verify(base64URL.decode());
                } catch (SignatureException unused) {
                    return false;
                }
            } catch (InvalidKeyException e) {
                throw new JOSEException(""Invalid public RSA key: "" + e.getMessage(), e);
            }
        }
        return false;
    }","{'argument_list': 11, 'binary_expression': 1, 'block': 5, 'catch_clause': 2, 'catch_formal_parameter': 2, 'catch_type': 2, 'condition': 1, 'expression_statement': 2, 'false': 2, 'field_access': 2, 'identifier': 25, 'if_statement': 1, 'local_variable_declaration': 1, 'method_invocation': 10, 'object_creation_expression': 1, 'return_statement': 3, 'string_fragment': 1, 'string_literal': 1, 'this': 2, 'throw_statement': 1, 'try_statement': 2, 'type_identifier': 4, 'variable_declarator': 1}",83,0.9578412788,,,
uk.co.hungrrr.behindthewall-4000200,ECDSAVerifier.java,verify,"@Override // com.nimbusds.jose.JWSVerifier
    public boolean verify(JWSHeader jWSHeader, byte[] bArr, Base64URL base64URL) throws JOSEException {
        JWSAlgorithm algorithm = jWSHeader.getAlgorithm();
        if (!supportedJWSAlgorithms().contains(algorithm)) {
            throw new JOSEException(AlgorithmSupportMessage.unsupportedJWSAlgorithm(algorithm, supportedJWSAlgorithms()));
        }
        if (this.critPolicy.headerPasses(jWSHeader)) {
            byte[] decode = base64URL.decode();
            if (ECDSA.getSignatureByteArrayLength(jWSHeader.getAlgorithm()) != decode.length) {
                return false;
            }
            try {
                byte[] transcodeSignatureToDER = ECDSA.transcodeSignatureToDER(decode);
                Signature signerAndVerifier = ECDSA.getSignerAndVerifier(algorithm, getJCAContext().getProvider());
                try {
                    signerAndVerifier.initVerify(this.publicKey);
                    signerAndVerifier.update(bArr);
                    return signerAndVerifier.verify(transcodeSignatureToDER);
                } catch (InvalidKeyException e) {
                    throw new JOSEException(""Invalid EC public key: "" + e.getMessage(), e);
                } catch (SignatureException unused) {
                    return false;
                }
            } catch (JOSEException unused2) {
                return false;
            }
        }
        return false;
    }","{
        JWSAlgorithm algorithm = jWSHeader.getAlgorithm();
        if (!supportedJWSAlgorithms().contains(algorithm)) {
            throw new JOSEException(AlgorithmSupportMessage.unsupportedJWSAlgorithm(algorithm, supportedJWSAlgorithms()));
        }
        if (this.critPolicy.headerPasses(jWSHeader)) {
            byte[] decode = base64URL.decode();
            if (ECDSA.getSignatureByteArrayLength(jWSHeader.getAlgorithm()) != decode.length) {
                return false;
            }
            try {
                byte[] transcodeSignatureToDER = ECDSA.transcodeSignatureToDER(decode);
                Signature signerAndVerifier = ECDSA.getSignerAndVerifier(algorithm, getJCAContext().getProvider());
                try {
                    signerAndVerifier.initVerify(this.publicKey);
                    signerAndVerifier.update(bArr);
                    return signerAndVerifier.verify(transcodeSignatureToDER);
                } catch (InvalidKeyException e) {
                    throw new JOSEException(""Invalid EC public key: "" + e.getMessage(), e);
                } catch (SignatureException unused) {
                    return false;
                }
            } catch (JOSEException unused2) {
                return false;
            }
        }
        return false;
    }","{'argument_list': 19, 'array_type': 2, 'binary_expression': 2, 'block': 8, 'catch_clause': 3, 'catch_formal_parameter': 3, 'catch_type': 3, 'condition': 3, 'dimensions': 2, 'expression_statement': 2, 'false': 4, 'field_access': 3, 'identifier': 47, 'if_statement': 3, 'integral_type': 2, 'local_variable_declaration': 4, 'method_invocation': 17, 'object_creation_expression': 2, 'return_statement': 5, 'string_fragment': 1, 'string_literal': 1, 'this': 2, 'throw_statement': 2, 'try_statement': 2, 'type_identifier': 7, 'unary_expression': 1, 'variable_declarator': 4}",154,0.9751377158,,,
mo.gov.sport.marathonapp-1934,RSASSAVerifier.java,verify,"@Override // com.nimbusds.jose.JWSVerifier
    public boolean verify(JWSHeader jWSHeader, byte[] bArr, Base64URL base64URL) throws JOSEException {
        if (this.critPolicy.headerPasses(jWSHeader)) {
            Signature signerAndVerifier = RSASSA.getSignerAndVerifier(jWSHeader.getAlgorithm(), getJCAContext().getProvider());
            try {
                signerAndVerifier.initVerify(this.publicKey);
                try {
                    signerAndVerifier.update(bArr);
                    return signerAndVerifier.verify(base64URL.decode());
                } catch (SignatureException unused) {
                    return false;
                }
            } catch (InvalidKeyException e) {
                throw new JOSEException(""Invalid public RSA key: "" + e.getMessage(), e);
            }
        }
        return false;
    }","{
        if (this.critPolicy.headerPasses(jWSHeader)) {
            Signature signerAndVerifier = RSASSA.getSignerAndVerifier(jWSHeader.getAlgorithm(), getJCAContext().getProvider());
            try {
                signerAndVerifier.initVerify(this.publicKey);
                try {
                    signerAndVerifier.update(bArr);
                    return signerAndVerifier.verify(base64URL.decode());
                } catch (SignatureException unused) {
                    return false;
                }
            } catch (InvalidKeyException e) {
                throw new JOSEException(""Invalid public RSA key: "" + e.getMessage(), e);
            }
        }
        return false;
    }","{'argument_list': 11, 'binary_expression': 1, 'block': 5, 'catch_clause': 2, 'catch_formal_parameter': 2, 'catch_type': 2, 'condition': 1, 'expression_statement': 2, 'false': 2, 'field_access': 2, 'identifier': 25, 'if_statement': 1, 'local_variable_declaration': 1, 'method_invocation': 10, 'object_creation_expression': 1, 'return_statement': 3, 'string_fragment': 1, 'string_literal': 1, 'this': 2, 'throw_statement': 1, 'try_statement': 2, 'type_identifier': 4, 'variable_declarator': 1}",83,0.9578412788,,,
com.churchlinkapp.c37591-412910,X509CertificateImpl.java,verify,"@Override // java.security.cert.X509Certificate, java.security.cert.Certificate
    public final void verify(PublicKey publicKey, final Provider provider) {
        try {
            doVerify(publicKey, new SignatureCreator() { // from class: org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl.3
                @Override // org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator
                public Signature createSignature(String str) {
                    Provider provider2 = provider;
                    return provider2 != null ? Signature.getInstance(str, provider2) : Signature.getInstance(str);
                }
            });
        } catch (NoSuchProviderException e2) {
            throw new NoSuchAlgorithmException(""provider issue: "" + e2.getMessage());
        }
    }","{
        try {
            doVerify(publicKey, new SignatureCreator() { // from class: org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl.3
                @Override // org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator
                public Signature createSignature(String str) {
                    Provider provider2 = provider;
                    return provider2 != null ? Signature.getInstance(str, provider2) : Signature.getInstance(str);
                }
            });
        } catch (NoSuchProviderException e2) {
            throw new NoSuchAlgorithmException(""provider issue: "" + e2.getMessage());
        }
    }","{'argument_list': 6, 'binary_expression': 2, 'block': 3, 'catch_clause': 1, 'catch_formal_parameter': 1, 'catch_type': 1, 'class_body': 1, 'expression_statement': 1, 'formal_parameter': 1, 'formal_parameters': 1, 'identifier': 18, 'line_comment': 2, 'local_variable_declaration': 1, 'marker_annotation': 1, 'method_declaration': 1, 'method_invocation': 4, 'modifiers': 1, 'null_literal': 1, 'object_creation_expression': 2, 'return_statement': 1, 'string_fragment': 1, 'string_literal': 1, 'ternary_expression': 1, 'throw_statement': 1, 'try_statement': 1, 'type_identifier': 6, 'variable_declarator': 1}",62,0.9460124071,,,
com.newspaperdirect.yarrawongachronicle.android-63639,C5024d.java,verify,"@Override // javax.net.ssl.HostnameVerifier
    public final boolean verify(String str, SSLSession sSLSession) {
        Certificate certificate;
        C10551i.m23072f(str, ""host"");
        C10551i.m23072f(sSLSession, ""session"");
        if (m11960c(str)) {
            try {
                certificate = sSLSession.getPeerCertificates()[0];
                if (certificate == null) {
                    throw new NullPointerException(""null cannot be cast to non-null type java.security.cert.X509Certificate"");
                }
            } catch (SSLException unused) {
                return false;
            }
        }
        return m11961d(str, (X509Certificate) certificate);
    }","{
        Certificate certificate;
        C10551i.m23072f(str, ""host"");
        C10551i.m23072f(sSLSession, ""session"");
        if (m11960c(str)) {
            try {
                certificate = sSLSession.getPeerCertificates()[0];
                if (certificate == null) {
                    throw new NullPointerException(""null cannot be cast to non-null type java.security.cert.X509Certificate"");
                }
            } catch (SSLException unused) {
                return false;
            }
        }
        return m11961d(str, (X509Certificate) certificate);
    }","{'argument_list': 6, 'array_access': 1, 'assignment_expression': 1, 'binary_expression': 1, 'block': 4, 'cast_expression': 1, 'catch_clause': 1, 'catch_formal_parameter': 1, 'catch_type': 1, 'condition': 2, 'decimal_integer_literal': 1, 'expression_statement': 3, 'false': 1, 'identifier': 17, 'if_statement': 2, 'local_variable_declaration': 1, 'method_invocation': 5, 'null_literal': 1, 'object_creation_expression': 1, 'return_statement': 2, 'string_fragment': 3, 'string_literal': 3, 'throw_statement': 1, 'try_statement': 1, 'type_identifier': 4, 'variable_declarator': 1}",66,0.9487929315,,,
